loadSchema time: 0.033726 ms
streamStart: 79101012834 streamSize: 1099027
streamStart: 79179025580 streamSize: 1097766
streamStart: 79257039647 streamSize: 1100520
streamStart: 79335048114 streamSize: 1107799
streamStart: 79413054369 streamSize: 1102873
streamStart: 79491069369 streamSize: 1103846
streamStart: 79568911116 streamSize: 1104213
streamStart: 79646920685 streamSize: 1101907
streamStart: 79725005523 streamSize: 1102479
streamStart: 79803105156 streamSize: 1104493
streamStart: 79881212082 streamSize: 1102223
streamStart: 79959301930 streamSize: 1110554
streamStart: 80037317893 streamSize: 1111464
streamStart: 80115295790 streamSize: 374645
Successfully read 8388608 rows
loadSchema time: 0.03105 ms
barrier_ logger_ time: 0.063677 ms
Projecting columns: 
caption
Reading /mnt/nvme0n1/xinyu/laion/nimble/merged_8M.nimble
loadSchema time: 0.005279 ms
barrier_ logger_ time: 0.010654 ms
streamStart: 53506669603 streamSize: 829564
streamStart: 53584676597 streamSize: 842504
streamStart: 53662708745 streamSize: 824536
streamStart: 53740715830 streamSize: 828883
streamStart: 53818736034 streamSize: 823749
streamStart: 53896765242 streamSize: 826227
streamStart: 53974769693 streamSize: 835971
streamStart: 54052781453 streamSize: 841607
streamStart: 54130807416 streamSize: 834737
streamStart: 54208835893 streamSize: 841791
streamStart: 54286929924 streamSize: 824292
streamStart: 54364943172 streamSize: 829507
streamStart: 54442957769 streamSize: 831082
streamStart: 54520957404 streamSize: 817522
streamStart: 54598957907 streamSize: 820077
streamStart: 54676962321 streamSize: 823763
streamStart: 54754976090 streamSize: 827473
streamStart: 54833076272 streamSize: 831111
streamStart: 54911151764 streamSize: 831723
streamStart: 54989168940 streamSize: 832358
streamStart: 55067191726 streamSize: 837609
streamStart: 55145217381 streamSize: 830681
streamStart: 55223233374 streamSize: 833285
streamStart: 55301336736 streamSize: 827562
streamStart: 55379431603 streamSize: 831012
streamStart: 55457459769 streamSize: 825106
streamStart: 55535477245 streamSize: 835786
streamStart: 55613569308 streamSize: 821834
streamStart: 55691643048 streamSize: 822915
streamStart: 55769647507 streamSize: 830013
streamStart: 55847632921 streamSize: 831272
streamStart: 55925656471 streamSize: 834574
streamStart: 56003676153 streamSize: 824136
streamStart: 56081628841 streamSize: 822121
streamStart: 56159626717 streamSize: 825403
streamStart: 56237702395 streamSize: 828384
streamStart: 56315726193 streamSize: 825809
streamStart: 56393819779 streamSize: 828173
streamStart: 56471808596 streamSize: 825817
streamStart: 56549800819 streamSize: 846530
streamStart: 56627842923 streamSize: 835241
streamStart: 56705872242 streamSize: 828234
streamStart: 56783885196 streamSize: 818613
streamStart: 56861979546 streamSize: 830842
streamStart: 56939990579 streamSize: 825347
streamStart: 57018079400 streamSize: 835225
streamStart: 57096172026 streamSize: 845582
streamStart: 57174210358 streamSize: 832791
streamStart: 57252231687 streamSize: 839459
streamStart: 57330254434 streamSize: 827653
streamStart: 57408355754 streamSize: 831491
streamStart: 57486350425 streamSize: 822885
streamStart: 57564403493 streamSize: 825003
streamStart: 57642407361 streamSize: 824240
streamStart: 57720402644 streamSize: 820444
streamStart: 57798401484 streamSize: 824691
streamStart: 57876416644 streamSize: 831808
streamStart: 57954516639 streamSize: 831276
streamStart: 58032537801 streamSize: 821968
streamStart: 58110616898 streamSize: 832390
streamStart: 58188723223 streamSize: 828950
streamStart: 58266732295 streamSize: 837073
streamStart: 58344694728 streamSize: 832794
streamStart: 58422716588 streamSize: 834629
streamStart: 58500833358 streamSize: 826288
streamStart: 58578845129 streamSize: 826291
streamStart: 58656945094 streamSize: 829364
streamStart: 58734949512 streamSize: 822644
streamStart: 58812966970 streamSize: 825486
streamStart: 58890968584 streamSize: 827748
streamStart: 58968974452 streamSize: 823166
streamStart: 59046988775 streamSize: 832066
streamStart: 59125016609 streamSize: 823983
streamStart: 59203031391 streamSize: 827824
streamStart: 59281039470 streamSize: 824296
streamStart: 59359048052 streamSize: 822419
streamStart: 59437045107 streamSize: 836014
streamStart: 59515146396 streamSize: 830234
streamStart: 59593235121 streamSize: 830657
streamStart: 59671240052 streamSize: 829619
streamStart: 59749264419 streamSize: 824436
streamStart: 59827341694 streamSize: 823334
streamStart: 59905321243 streamSize: 834734
streamStart: 59983416540 streamSize: 833447
streamStart: 60061432915 streamSize: 830762
streamStart: 60139443818 streamSize: 832911
streamStart: 60217440919 streamSize: 827966
streamStart: 60295539276 streamSize: 825925
streamStart: 60373525816 streamSize: 830061
streamStart: 60451506731 streamSize: 827529
streamStart: 60529521351 streamSize: 833501
streamStart: 60607534459 streamSize: 827634
streamStart: 60685626253 streamSize: 826003
streamStart: 60763726195 streamSize: 827909
streamStart: 60841755493 streamSize: 832377
streamStart: 60919758029 streamSize: 834945
streamStart: 60997779723 streamSize: 832337
streamStart: 61075801629 streamSize: 832130
streamStart: 61153827095 streamSize: 831059
streamStart: 61231927552 streamSize: 826192
streamStart: 61309942015 streamSize: 837830
streamStart: 61387958055 streamSize: 832741
streamStart: 61465971645 streamSize: 825473
streamStart: 61543959312 streamSize: 823363
streamStart: 61621963038 streamSize: 827468
streamStart: 61699984145 streamSize: 824693
streamStart: 61777977980 streamSize: 822301
streamStart: 61855988805 streamSize: 826579
streamStart: 61934081939 streamSize: 829192
streamStart: 62012080417 streamSize: 820212
streamStart: 62090093307 streamSize: 826065
streamStart: 62168169746 streamSize: 831108
streamStart: 62246205829 streamSize: 832046
streamStart: 62324231066 streamSize: 835680
streamStart: 62402241559 streamSize: 825679
streamStart: 62480255776 streamSize: 837111
streamStart: 62558279201 streamSize: 831286
streamStart: 62636367941 streamSize: 820343
streamStart: 62714449834 streamSize: 831664
streamStart: 62792452158 streamSize: 823593
streamStart: 62870461140 streamSize: 824692
streamStart: 62948535686 streamSize: 834235
streamStart: 63026607832 streamSize: 839159
streamStart: 63104708100 streamSize: 836479
streamStart: 63182736235 streamSize: 831526
streamStart: 63260764004 streamSize: 826920
streamStart: 63338777454 streamSize: 836421
streamStart: 63416783123 streamSize: 826495
streamStart: 63494796619 streamSize: 835482
streamStart: 63572817710 streamSize: 825677
streamStart: 63650820733 streamSize: 821406
streamStart: 63728822996 streamSize: 827090
streamStart: 63806844960 streamSize: 832369
streamStart: 63884938589 streamSize: 833164
streamStart: 63962943204 streamSize: 835938
streamStart: 64040969030 streamSize: 839120
streamStart: 64119004769 streamSize: 825859
streamStart: 64197105259 streamSize: 842264
streamStart: 64275210195 streamSize: 830096
streamStart: 64353224961 streamSize: 826507
streamStart: 64431319422 streamSize: 821008
streamStart: 64509332902 streamSize: 827564
streamStart: 64587337761 streamSize: 822739
streamStart: 64665331594 streamSize: 830976
streamStart: 64743349939 streamSize: 822403
streamStart: 64821366434 streamSize: 819586
streamStart: 64899370561 streamSize: 821312
streamStart: 64977457106 streamSize: 826447
streamStart: 65055449570 streamSize: 824916
streamStart: 65133563792 streamSize: 823713
streamStart: 65211591936 streamSize: 826165
streamStart: 65289599385 streamSize: 830058
streamStart: 65367615169 streamSize: 821823
streamStart: 65445627877 streamSize: 838919
streamStart: 65523732478 streamSize: 833824
streamStart: 65601757768 streamSize: 830274
streamStart: 65679784050 streamSize: 819309
streamStart: 65757883086 streamSize: 820163
streamStart: 65835960720 streamSize: 819753
streamStart: 65913946446 streamSize: 842141
streamStart: 65991971418 streamSize: 844412
streamStart: 66070071735 streamSize: 833644
streamStart: 66148160546 streamSize: 829044
streamStart: 66226267190 streamSize: 828789
streamStart: 66304367039 streamSize: 823199
streamStart: 66382377239 streamSize: 830902
streamStart: 66460312681 streamSize: 827326
streamStart: 66538402817 streamSize: 820744
streamStart: 66616476632 streamSize: 830296
streamStart: 66694584546 streamSize: 819245
streamStart: 66772587789 streamSize: 827242
streamStart: 66850583247 streamSize: 835476
streamStart: 66928646056 streamSize: 829979
streamStart: 67006598049 streamSize: 836221
streamStart: 67084700005 streamSize: 832496
streamStart: 67162717990 streamSize: 826623
streamStart: 67240738322 streamSize: 833317
streamStart: 67318760503 streamSize: 821839
streamStart: 67396780237 streamSize: 823381
streamStart: 67474793612 streamSize: 822954
streamStart: 67552790137 streamSize: 829493
streamStart: 67630887147 streamSize: 822667
streamStart: 67708896540 streamSize: 817073
streamStart: 67786965545 streamSize: 824021
streamStart: 67864982050 streamSize: 825601
streamStart: 67942997611 streamSize: 824500
streamStart: 68021011950 streamSize: 819215
streamStart: 68099074726 streamSize: 827905
streamStart: 68177085651 streamSize: 824354
streamStart: 68255162028 streamSize: 820044
streamStart: 68333164441 streamSize: 827816
streamStart: 68411178791 streamSize: 836680
streamStart: 68489206780 streamSize: 833711
streamStart: 68567277121 streamSize: 840792
streamStart: 68645314802 streamSize: 830733
streamStart: 68723421820 streamSize: 826332
streamStart: 68801446392 streamSize: 829033
streamStart: 68879537274 streamSize: 838360
streamStart: 68957546286 streamSize: 831192
streamStart: 69035617265 streamSize: 837011
streamStart: 69113645476 streamSize: 826936
streamStart: 69191702439 streamSize: 839150
streamStart: 69269800860 streamSize: 821641
streamStart: 69347797478 streamSize: 818520
streamStart: 69425801418 streamSize: 822560
streamStart: 69503891327 streamSize: 819036
streamStart: 69581886994 streamSize: 829716
streamStart: 69659861413 streamSize: 834019
streamStart: 69737950855 streamSize: 830390
streamStart: 69815906731 streamSize: 831072
streamStart: 69893916344 streamSize: 830321
streamStart: 69971930300 streamSize: 829122
streamStart: 70049955362 streamSize: 832248
streamStart: 70128066290 streamSize: 829024
streamStart: 70206166621 streamSize: 829001
streamStart: 70284181803 streamSize: 833525
streamStart: 70362202909 streamSize: 830707
streamStart: 70440301043 streamSize: 826212
streamStart: 70518365175 streamSize: 823510
streamStart: 70596376091 streamSize: 825044
streamStart: 70674397552 streamSize: 826994
streamStart: 70752402778 streamSize: 824060
streamStart: 70830528435 streamSize: 821845
streamStart: 70908613525 streamSize: 826031
streamStart: 70986623076 streamSize: 828258
streamStart: 71064650712 streamSize: 824884
streamStart: 71142661005 streamSize: 824536
streamStart: 71220677923 streamSize: 832556
streamStart: 71298690699 streamSize: 830044
streamStart: 71376693836 streamSize: 828748
streamStart: 71454794006 streamSize: 830795
streamStart: 71532891269 streamSize: 831643
streamStart: 71610901115 streamSize: 825817
streamStart: 71688918691 streamSize: 830622
streamStart: 71766925273 streamSize: 821921
streamStart: 71844992496 streamSize: 836864
streamStart: 71923094291 streamSize: 838368
streamStart: 72001110411 streamSize: 844414
streamStart: 72079149713 streamSize: 832061
streamStart: 72157245550 streamSize: 827647
streamStart: 72235327663 streamSize: 823414
streamStart: 72313414353 streamSize: 825371
streamStart: 72391518736 streamSize: 827327
streamStart: 72469515016 streamSize: 824332
streamStart: 72547600648 streamSize: 817518
streamStart: 72625551070 streamSize: 819791
streamStart: 72703612697 streamSize: 821843
streamStart: 72781623180 streamSize: 830612
streamStart: 72859628128 streamSize: 838576
streamStart: 72937728228 streamSize: 831337
streamStart: 73015735853 streamSize: 832933
streamStart: 73093760742 streamSize: 836553
streamStart: 73171725140 streamSize: 821313
streamStart: 73249729053 streamSize: 830526
streamStart: 73327749400 streamSize: 828451
streamStart: 73405760915 streamSize: 835832
streamStart: 73483768144 streamSize: 828994
streamStart: 73561726870 streamSize: 832991
streamStart: 73639828296 streamSize: 829676
streamStart: 73717828056 streamSize: 823926
streamStart: 73795830824 streamSize: 835184
streamStart: 73873749091 streamSize: 821051
streamStart: 73951753764 streamSize: 813434
streamStart: 74029749473 streamSize: 825143
streamStart: 74107756787 streamSize: 826390
streamStart: 74185774174 streamSize: 825186
streamStart: 74263867443 streamSize: 824644
streamStart: 74341952483 streamSize: 843565
streamStart: 74419982102 streamSize: 833406
streamStart: 74498067910 streamSize: 832531
streamStart: 74576098795 streamSize: 835425
streamStart: 74654217012 streamSize: 820539
streamStart: 74732205272 streamSize: 824602
streamStart: 74810208839 streamSize: 831542
streamStart: 74888197107 streamSize: 833704
streamStart: 74966216829 streamSize: 835015
streamStart: 75044326598 streamSize: 830650
streamStart: 75122342502 streamSize: 827716
streamStart: 75200346994 streamSize: 831252
streamStart: 75278367731 streamSize: 828928
streamStart: 75356450188 streamSize: 822099
streamStart: 75434445685 streamSize: 830425
streamStart: 75512547964 streamSize: 822906
streamStart: 75590639138 streamSize: 827380
streamStart: 75668719797 streamSize: 828222
streamStart: 75746736312 streamSize: 847582
streamStart: 75824766237 streamSize: 824713
streamStart: 75902862525 streamSize: 834367
streamStart: 75980818347 streamSize: 826493
streamStart: 76058835465 streamSize: 838854
streamStart: 76136862754 streamSize: 832610
streamStart: 76214879054 streamSize: 826098
streamStart: 76292882693 streamSize: 834647
streamStart: 76370968600 streamSize: 828053
streamStart: 76448977898 streamSize: 825953
streamStart: 76527074419 streamSize: 831712
streamStart: 76605192147 streamSize: 818905
streamStart: 76683192749 streamSize: 820046
streamStart: 76761207702 streamSize: 835071
streamStart: 76839234702 streamSize: 832070
streamStart: 76917242921 streamSize: 827057
streamStart: 76995335972 streamSize: 827152
streamStart: 77073347840 streamSize: 833608
streamStart: 77151370224 streamSize: 825781
streamStart: 77229462700 streamSize: 822727
streamStart: 77307461246 streamSize: 831430
streamStart: 77385479719 streamSize: 822607
streamStart: 77463496866 streamSize: 825932
streamStart: 77541577184 streamSize: 830389
streamStart: 77619671866 streamSize: 824249
streamStart: 77697674542 streamSize: 825281
streamStart: 77775642516 streamSize: 830262
streamStart: 77853736576 streamSize: 843147
streamStart: 77931761073 streamSize: 836014
streamStart: 78009789577 streamSize: 830558
streamStart: 78087812630 streamSize: 828054
streamStart: 78165836691 streamSize: 832087
streamStart: 78243925044 streamSize: 819002
streamStart: 78321924549 streamSize: 827262
streamStart: 78399939993 streamSize: 829382
streamStart: 78477952708 streamSize: 820682
streamStart: 78555959868 streamSize: 816869
streamStart: 78633955637 streamSize: 825845
streamStart: 78711964607 streamSize: 823792
streamStart: 78789967234 streamSize: 836092
streamStart: 78867972760 streamSize: 832268
streamStart: 78945994154 streamSize: 836832
streamStart: 79024097472 streamSize: 825566
streamStart: 79102111861 streamSize: 826875
streamStart: 79180123346 streamSize: 830640
streamStart: 79258140167 streamSize: 823652
streamStart: 79336155913 streamSize: 819553
streamStart: 79414157242 streamSize: 830345
streamStart: 79492173215 streamSize: 824701
streamStart: 79570015329 streamSize: 823701
streamStart: 79648022592 streamSize: 817453
streamStart: 79726108002 streamSize: 828700
streamStart: 79804209649 streamSize: 824573
streamStart: 79882314305 streamSize: 826337
streamStart: 79960412484 streamSize: 828744
streamStart: 80038429357 streamSize: 832130
streamStart: 80115670435 streamSize: 283111
Successfully read 8388608 rows
loadSchema time: 0.030903 ms
barrier_ logger_ time: 0.062556 ms
Projecting columns: 
similarity
Reading /mnt/nvme0n1/xinyu/laion/nimble/merged_8M.nimble
loadSchema time: 0.005059 ms
barrier_ logger_ time: 0.010778 ms
streamStart: 53507499167 streamSize: 93767
streamStart: 53585519101 streamSize: 93854
streamStart: 53663533281 streamSize: 93818
streamStart: 53741544713 streamSize: 93814
streamStart: 53819559783 streamSize: 93803
streamStart: 53897591469 streamSize: 93749
streamStart: 53975605664 streamSize: 93890
streamStart: 54053623060 streamSize: 93845
streamStart: 54131642153 streamSize: 93899
streamStart: 54209677684 streamSize: 93810
streamStart: 54287754216 streamSize: 93787
streamStart: 54365772679 streamSize: 93733
streamStart: 54443788851 streamSize: 93784
streamStart: 54521774926 streamSize: 93684
streamStart: 54599777984 streamSize: 93769
streamStart: 54677786084 streamSize: 93792
streamStart: 54755803563 streamSize: 93846
streamStart: 54833907383 streamSize: 93824
streamStart: 54911983487 streamSize: 93817
streamStart: 54990001298 streamSize: 93851
streamStart: 55068029335 streamSize: 93806
streamStart: 55146048062 streamSize: 93747
streamStart: 55224066659 streamSize: 93949
streamStart: 55302164298 streamSize: 93946
streamStart: 55380262615 streamSize: 93800
streamStart: 55458284875 streamSize: 93791
streamStart: 55536313031 streamSize: 93796
streamStart: 55614391142 streamSize: 93826
streamStart: 55692465963 streamSize: 93798
streamStart: 55770477520 streamSize: 93795
streamStart: 55848464193 streamSize: 93827
streamStart: 55926491045 streamSize: 93797
streamStart: 56004500289 streamSize: 93810
streamStart: 56082450962 streamSize: 93759
streamStart: 56160452120 streamSize: 93775
streamStart: 56238530779 streamSize: 93751
streamStart: 56316552002 streamSize: 93818
streamStart: 56394647952 streamSize: 93738
streamStart: 56472634413 streamSize: 93774
streamStart: 56550647349 streamSize: 93815
streamStart: 56628678164 streamSize: 93831
streamStart: 56706700476 streamSize: 93779
streamStart: 56784703809 streamSize: 93881
streamStart: 56862810388 streamSize: 93780
streamStart: 56940815926 streamSize: 93846
streamStart: 57018914625 streamSize: 93860
streamStart: 57097017608 streamSize: 93770
streamStart: 57175043149 streamSize: 93799
streamStart: 57253071146 streamSize: 93842
streamStart: 57331082087 streamSize: 93847
streamStart: 57409187245 streamSize: 93741
streamStart: 57487173310 streamSize: 93635
streamStart: 57565228496 streamSize: 93750
streamStart: 57643231601 streamSize: 93752
streamStart: 57721223088 streamSize: 93787
streamStart: 57799226175 streamSize: 93774
streamStart: 57877248452 streamSize: 93839
streamStart: 57955347915 streamSize: 93880
streamStart: 58033359769 streamSize: 93744
streamStart: 58111449288 streamSize: 93825
streamStart: 58189552173 streamSize: 93754
streamStart: 58267569368 streamSize: 93760
streamStart: 58345527522 streamSize: 93836
streamStart: 58423551217 streamSize: 93830
streamStart: 58501659646 streamSize: 93790
streamStart: 58579671420 streamSize: 93771
streamStart: 58657774458 streamSize: 93868
streamStart: 58735772156 streamSize: 93849
streamStart: 58813792456 streamSize: 93825
streamStart: 58891796332 streamSize: 93767
streamStart: 58969797618 streamSize: 93771
streamStart: 59047820841 streamSize: 93807
streamStart: 59125840592 streamSize: 93877
streamStart: 59203859215 streamSize: 93778
streamStart: 59281863766 streamSize: 93919
streamStart: 59359870471 streamSize: 93908
streamStart: 59437881121 streamSize: 93876
streamStart: 59515976630 streamSize: 93720
streamStart: 59594065778 streamSize: 93826
streamStart: 59672069671 streamSize: 93836
streamStart: 59750088855 streamSize: 93722
streamStart: 59828165028 streamSize: 93834
streamStart: 59906155977 streamSize: 93934
streamStart: 59984249987 streamSize: 93830
streamStart: 60062263677 streamSize: 93854
streamStart: 60140276729 streamSize: 93781
streamStart: 60218268885 streamSize: 93868
streamStart: 60296365201 streamSize: 93868
streamStart: 60374355877 streamSize: 93784
streamStart: 60452334260 streamSize: 93751
streamStart: 60530354852 streamSize: 93842
streamStart: 60608362093 streamSize: 93897
streamStart: 60686452256 streamSize: 93829
streamStart: 60764554104 streamSize: 93711
streamStart: 60842587870 streamSize: 93809
streamStart: 60920592974 streamSize: 93860
streamStart: 60998612060 streamSize: 93873
streamStart: 61076633759 streamSize: 93769
streamStart: 61154658154 streamSize: 93840
streamStart: 61232753744 streamSize: 93873
streamStart: 61310779845 streamSize: 93957
streamStart: 61388790796 streamSize: 93763
streamStart: 61466797118 streamSize: 93786
streamStart: 61544782675 streamSize: 93756
streamStart: 61622790506 streamSize: 93750
streamStart: 61700808838 streamSize: 93839
streamStart: 61778800281 streamSize: 93750
streamStart: 61856815384 streamSize: 93813
streamStart: 61934911131 streamSize: 93753
streamStart: 62012900629 streamSize: 93813
streamStart: 62090919372 streamSize: 93820
streamStart: 62169000854 streamSize: 93803
streamStart: 62247037875 streamSize: 93843
streamStart: 62325066746 streamSize: 93824
streamStart: 62403067238 streamSize: 93777
streamStart: 62481092887 streamSize: 93850
streamStart: 62559110487 streamSize: 93841
streamStart: 62637188284 streamSize: 93732
streamStart: 62715281498 streamSize: 93836
streamStart: 62793275751 streamSize: 93812
streamStart: 62871285832 streamSize: 93832
streamStart: 62949369921 streamSize: 93832
streamStart: 63027446991 streamSize: 93820
streamStart: 63105544579 streamSize: 93897
streamStart: 63183567761 streamSize: 93765
streamStart: 63261590924 streamSize: 93878
streamStart: 63339613875 streamSize: 93748
streamStart: 63417609618 streamSize: 93796
streamStart: 63495632101 streamSize: 93748
streamStart: 63573643387 streamSize: 93852
streamStart: 63651642139 streamSize: 93856
streamStart: 63729650086 streamSize: 93888
streamStart: 63807677329 streamSize: 93729
streamStart: 63885771753 streamSize: 93802
streamStart: 63963779142 streamSize: 93812
streamStart: 64041808150 streamSize: 93898
streamStart: 64119830628 streamSize: 93799
streamStart: 64197947523 streamSize: 93818
streamStart: 64276040291 streamSize: 93843
streamStart: 64354051468 streamSize: 93806
streamStart: 64432140430 streamSize: 93820
streamStart: 64510160466 streamSize: 93875
streamStart: 64588160500 streamSize: 93862
streamStart: 64666162570 streamSize: 93757
streamStart: 64744172342 streamSize: 93779
streamStart: 64822186020 streamSize: 93896
streamStart: 64900191873 streamSize: 93782
streamStart: 64978283553 streamSize: 93752
streamStart: 65056274486 streamSize: 93889
streamStart: 65134387505 streamSize: 93854
streamStart: 65212418101 streamSize: 93923
streamStart: 65290429443 streamSize: 93791
streamStart: 65368436992 streamSize: 93837
streamStart: 65446466796 streamSize: 93801
streamStart: 65524566302 streamSize: 93854
streamStart: 65602588042 streamSize: 93720
streamStart: 65680603359 streamSize: 93793
streamStart: 65758703249 streamSize: 93711
streamStart: 65836780473 streamSize: 93791
streamStart: 65914788587 streamSize: 93876
streamStart: 65992815830 streamSize: 93869
streamStart: 66070905379 streamSize: 93719
streamStart: 66148989590 streamSize: 93813
streamStart: 66227095979 streamSize: 93822
streamStart: 66305190238 streamSize: 93669
streamStart: 66383208141 streamSize: 93825
streamStart: 66461140007 streamSize: 93838
streamStart: 66539223561 streamSize: 93823
streamStart: 66617306928 streamSize: 93812
streamStart: 66695403791 streamSize: 93752
streamStart: 66773415031 streamSize: 93853
streamStart: 66851418723 streamSize: 93767
streamStart: 66929476035 streamSize: 93878
streamStart: 67007434270 streamSize: 93869
streamStart: 67085532501 streamSize: 93778
streamStart: 67163544613 streamSize: 93776
streamStart: 67241571639 streamSize: 93812
streamStart: 67319582342 streamSize: 93839
streamStart: 67397603618 streamSize: 93813
streamStart: 67475616566 streamSize: 93861
streamStart: 67553619630 streamSize: 93796
streamStart: 67631709814 streamSize: 93751
streamStart: 67709713613 streamSize: 93829
streamStart: 67787789566 streamSize: 93822
streamStart: 67865807651 streamSize: 93797
streamStart: 67943822111 streamSize: 93771
streamStart: 68021831165 streamSize: 93842
streamStart: 68099902631 streamSize: 93703
streamStart: 68177910005 streamSize: 93795
streamStart: 68255982072 streamSize: 93753
streamStart: 68333992257 streamSize: 93972
streamStart: 68412015471 streamSize: 93859
streamStart: 68490040491 streamSize: 93826
streamStart: 68568117913 streamSize: 93758
streamStart: 68646145535 streamSize: 93814
streamStart: 68724248152 streamSize: 93683
streamStart: 68802275425 streamSize: 93845
streamStart: 68880375634 streamSize: 93811
streamStart: 68958377478 streamSize: 93808
streamStart: 69036454276 streamSize: 93929
streamStart: 69114472412 streamSize: 93818
streamStart: 69192541589 streamSize: 93803
streamStart: 69270622501 streamSize: 93811
streamStart: 69348615998 streamSize: 93823
streamStart: 69426623978 streamSize: 93701
streamStart: 69504710363 streamSize: 93765
streamStart: 69582716710 streamSize: 93787
streamStart: 69660695432 streamSize: 93730
streamStart: 69738781245 streamSize: 93805
streamStart: 69816737803 streamSize: 93920
streamStart: 69894746665 streamSize: 93856
streamStart: 69972759422 streamSize: 93847
streamStart: 70050787610 streamSize: 93711
streamStart: 70128895314 streamSize: 93901
streamStart: 70206995622 streamSize: 93905
streamStart: 70285015328 streamSize: 93882
streamStart: 70363033616 streamSize: 93752
streamStart: 70441127255 streamSize: 93803
streamStart: 70519188685 streamSize: 93785
streamStart: 70597201135 streamSize: 93864
streamStart: 70675224546 streamSize: 93929
streamStart: 70753226838 streamSize: 93791
streamStart: 70831350280 streamSize: 93824
streamStart: 70909439556 streamSize: 93697
streamStart: 70987451334 streamSize: 93764
streamStart: 71065475596 streamSize: 93789
streamStart: 71143485541 streamSize: 93739
streamStart: 71221510479 streamSize: 93795
streamStart: 71299520743 streamSize: 93808
streamStart: 71377522584 streamSize: 93801
streamStart: 71455624801 streamSize: 93790
streamStart: 71533722912 streamSize: 93795
streamStart: 71611726932 streamSize: 93803
streamStart: 71689749313 streamSize: 93816
streamStart: 71767747194 streamSize: 93759
streamStart: 71845829360 streamSize: 93862
streamStart: 71923932659 streamSize: 93800
streamStart: 72001954825 streamSize: 93960
streamStart: 72079981774 streamSize: 93705
streamStart: 72158073197 streamSize: 93677
streamStart: 72236151077 streamSize: 93787
streamStart: 72314239724 streamSize: 93824
streamStart: 72392346063 streamSize: 93838
streamStart: 72470339348 streamSize: 93815
streamStart: 72548418166 streamSize: 93782
streamStart: 72626370861 streamSize: 93831
streamStart: 72704434540 streamSize: 93831
streamStart: 72782453792 streamSize: 93757
streamStart: 72860466704 streamSize: 93786
streamStart: 72938559565 streamSize: 93822
streamStart: 73016568786 streamSize: 93763
streamStart: 73094597295 streamSize: 93837
streamStart: 73172546453 streamSize: 93898
streamStart: 73250559579 streamSize: 93805
streamStart: 73328577851 streamSize: 93771
streamStart: 73406596747 streamSize: 93847
streamStart: 73484597138 streamSize: 93737
streamStart: 73562559861 streamSize: 93799
streamStart: 73640657972 streamSize: 93904
streamStart: 73718651982 streamSize: 93879
streamStart: 73796666008 streamSize: 93745
streamStart: 73874570142 streamSize: 93811
streamStart: 73952567198 streamSize: 93771
streamStart: 74030574616 streamSize: 93824
streamStart: 74108583177 streamSize: 93795
streamStart: 74186599360 streamSize: 93841
streamStart: 74264692087 streamSize: 93748
streamStart: 74342796048 streamSize: 93775
streamStart: 74420815508 streamSize: 93789
streamStart: 74498900441 streamSize: 93804
streamStart: 74576934220 streamSize: 93771
streamStart: 74655037551 streamSize: 93837
streamStart: 74733029874 streamSize: 93846
streamStart: 74811040381 streamSize: 93743
streamStart: 74889030811 streamSize: 93805
streamStart: 74967051844 streamSize: 93776
streamStart: 75045157248 streamSize: 93808
streamStart: 75123170218 streamSize: 93848
streamStart: 75201178246 streamSize: 93764
streamStart: 75279196659 streamSize: 93825
streamStart: 75357272287 streamSize: 93811
streamStart: 75435276110 streamSize: 93865
streamStart: 75513370870 streamSize: 93748
streamStart: 75591466518 streamSize: 93820
streamStart: 75669548019 streamSize: 93842
streamStart: 75747583894 streamSize: 93836
streamStart: 75825590950 streamSize: 93728
streamStart: 75903696892 streamSize: 93829
streamStart: 75981644840 streamSize: 93818
streamStart: 76059674319 streamSize: 93835
streamStart: 76137695364 streamSize: 93853
streamStart: 76215705152 streamSize: 93795
streamStart: 76293717340 streamSize: 93840
streamStart: 76371796653 streamSize: 93724
streamStart: 76449803851 streamSize: 93749
streamStart: 76527906131 streamSize: 93701
streamStart: 76606011052 streamSize: 93837
streamStart: 76684012795 streamSize: 93883
streamStart: 76762042773 streamSize: 93799
streamStart: 76840066772 streamSize: 93770
streamStart: 76918069978 streamSize: 93742
streamStart: 76996163124 streamSize: 93838
streamStart: 77074181448 streamSize: 93870
streamStart: 77152196005 streamSize: 93797
streamStart: 77230285427 streamSize: 93812
streamStart: 77308292676 streamSize: 93772
streamStart: 77386302326 streamSize: 93841
streamStart: 77464322798 streamSize: 93857
streamStart: 77542407573 streamSize: 93782
streamStart: 77620496115 streamSize: 93793
streamStart: 77698499823 streamSize: 93740
streamStart: 77776472778 streamSize: 93738
streamStart: 77854579723 streamSize: 93797
streamStart: 77932597087 streamSize: 93875
streamStart: 78010620135 streamSize: 93800
streamStart: 78088640684 streamSize: 93781
streamStart: 78166668778 streamSize: 93806
streamStart: 78244744046 streamSize: 93808
streamStart: 78322751811 streamSize: 93774
streamStart: 78400769375 streamSize: 93736
streamStart: 78478773390 streamSize: 93710
streamStart: 78556776737 streamSize: 93839
streamStart: 78634781482 streamSize: 93783
streamStart: 78712788399 streamSize: 93767
streamStart: 78790803326 streamSize: 93731
streamStart: 78868805028 streamSize: 93790
streamStart: 78946830986 streamSize: 93702
streamStart: 79024923038 streamSize: 93852
streamStart: 79102938736 streamSize: 93835
